513D2, Constrained Tree, constructive algorithms data structures, , 2600, x314, 
513D1, Constrained Tree, dfs and similar, , 2400, x378, 
513C, Second price auction, bitmasks probabilities, , 2000, x1321, 
513B2, Permutations, bitmasks divide and conquer math, , 1800, x2359, 
513B1, Permutations, brute force, , 1400, x3317, 
513A, Game, constructive algorithms math, , 800, x15843, 
512E, Fox And Polygon, constructive algorithms divide and conquer, , 2900, x268, 
512D, Fox And Travelling, dp trees, , 2900, x526, 
510E, Fox And Dinner, flows, , 2300, x1605, 
510D, Fox And Jumping, bitmasks brute force dp math, , 1900, x3500, 
510C, Fox And Names, dfs and similar graphs sortings, , 1600, x9023, 
510B, Fox And Two Dots, dfs and similar, , 1500, x9105, 
510A, Fox And Snake, implementation, , 800, x33623, 
509F, Progress Monitoring, dp trees, , 2300, x632, 
509E, Pretty Song, math strings, , 2000, x1546, 
509D, Restoring Numbers, constructive algorithms math, , 2200, x638, 
509C, Sums of Digits, dp greedy implementation, , 2000, x1597, 
509B, Painting Pebbles, constructive algorithms greedy implementation, , 1300, x7304, 
509A, Maximum in Table, brute force implementation, , 800, x24972, 
508E, Arthur and Brackets, dp greedy, , 2200, x1211, 
508D, Tanya and Password, dfs and similar graphs, , 2500, x1814, 
508C, Anya and Ghosts, constructive algorithms greedy, , 1600, x3797, 
508B, Anton and currency you all know, greedy math strings, , 1300, x14382, 
508A, Pasha and Pixels, brute force, , 1100, x6385, 
507E, Breaking Good, dfs and similar dp graphs shortest paths, , 2100, x2035, 
507D, The Maths Lecture, dp implementation, , 2200, x1227, 
507C, Guess Your Way Out!, implementation math trees, , 1700, x3510, 
507B, Amr and Pins, geometry math, , 1400, x15425, 
507A, Amr and Music, greedy implementation sortings, , 1000, x11835, 
506E, Mr. Kitayuta's Gift, combinatorics dp matrices strings, , 3000, x348, 
506D, Mr. Kitayuta's Colorful Graph, brute force dfs and similar dsu graphs, , 2400, x1281, 
505E, Mr. Kitayuta vs. Bamboos, binary search greedy, , 2900, x673, 
505D, Mr. Kitayuta's Technology, dfs and similar, , 2200, x1735, 
505C, Mr. Kitayuta the Treasure Hunter, dfs and similar dp two pointers, , 1900, x4014, 
505B, Mr. Kitayuta's Colorful Graph, dfs and similar dp dsu graphs, , 1400, x7754, 
505A, Mr. Kitayuta's Gift, brute force implementation strings, , 1100, x5676, 
504E, Misha and LCP on Tree, binary search dfs and similar hashing string suffix structures trees, , 3000, x405, 
504D, Misha and XOR, bitmasks, , 2700, x246, 
501E, Misha and Palindrome Degree, binary search combinatorics implementation, , 2500, x597, 
501D, Misha and Permutations Summation, data structures, , 2000, x1846, 
501C, Misha and Forest, constructive algorithms data structures greedy sortings trees, , 1500, x4490, 
501B, Misha and Changing Handles, data structures dsu strings, , 1100, x10084, 
501A, Contest, implementation, , 900, x14138, 
500G, New Year Running, number theory trees, , 3200, x74, 
500F, New Year Shopping, divide and conquer dp, , 2700, x436, 
500E, New Year Domino, data structures dp dsu, , 2300, x1077, 
500D, New Year Santa Network, combinatorics dfs and similar graphs trees, , 1900, x2673, 
500C, New Year Book Reading, constructive algorithms greedy implementation math, , 1600, x5115, 
500B, New Year Permutation, dfs and similar dsu graphs greedy math sortings, , 1600, x7003, 
500A, New Year Transportation, dfs and similar graphs implementation, , 1000, x28854, 
499B, Lecture, implementation strings, , 1000, x21115, 
499A, Watching a movie, greedy implementation, , 1000, x10175, 
498E, Stairs and Lines, dp matrices, , 2700, x299, 
498D, Traffic Jams in the Land, data structures dp number theory, , 2400, x791, 
498C, Array and Operations, flows graph matchings number theory, , 2100, x2284, 
498B, Name That Tune, dp probabilities two pointers, , 2400, x929, 
498A, Crazy Town, geometry, , 1700, x5353, 
497E, Subsequences Return, dp matrices, , 2900, x181, 
497D, Gears, brute force geometry math, , 2900, x189, 
496E, Distributing Parts, greedy sortings, , 2100, x1360, 
496D, Tennis Game, binary search, , 1900, x2562, 
496C, Removing Columns, brute force constructive algorithms implementation, , 1500, x6250, 
496B, Secret Combination, brute force constructive algorithms implementation, , 1500, x4536, 
496A, Minimum Difficulty, brute force implementation math, , 900, x11887, 
495B, Modular Equations, math number theory, , 1600, x4655, 
495A, Digital Counter, implementation, , 1100, x6610, 
494E, Sharti, data structures games, , 3200, x161, 
494D, Birthday, data structures dfs and similar dp trees, , 2700, x438, 
494C, Helping People, dp probabilities, , 2600, x523, 
494B, Obsessive String, dp strings, , 2000, x2094, 
494A, Treasure, greedy, , 1500, x4936, 
493E, Vasya and Polynomial, math, , 2800, x386, 
493D, Vasya and Chess, constructive algorithms games math, , 1700, x7389, 
493C, Vasya and Basketball, binary search brute force data structures implementation sortings two pointers, , 1600, x4981, 
493B, Vasya and Wrestling, implementation, , 1400, x8791, 
493A, Vasya and Football, implementation, , 1300, x5312, 
492E, Vanya and Field, math, , 2000, x1372, 
492D, Vanya and Computer Game, binary search implementation math sortings, , 1800, x2709, 
492C, Vanya and Exams, greedy sortings, , 1400, x9088, 
492B, Vanya and Lanterns, binary search implementation math sortings, , 1200, x36168, 
492A, Vanya and Cubes, implementation, , 800, x24069, 
491C, Deciphering, flows graph matchings, , 2300, x247, 
491B, New York Hotel, greedy math, , 2100, x365, 
491A, Up the hill, constructive algorithms implementation, , 1000, x1569, 
490F, Treeland Tour, data structures dfs and similar dp trees, , 2200, x923, 
490E, Restoring Increasing Sequence, binary search brute force greedy implementation, , 2000, x1280, 
490D, Chocolate, brute force dfs and similar math meet-in-the-middle number theory, , 1900, x1851, 
490C, Hacking Cypher, brute force math number theory strings, , 1700, x6827, 
490B, Queue, dsu implementation, , 1500, x4796, 
490A, Team Olympiad, greedy implementation sortings, , 800, x27548, 
489F, Special Matrices, combinatorics dp, , 2100, x1357, 
489E, Hiking, binary search dp, , 2300, x787, 
489D, Unbearable Controversy of Being, brute force combinatorics dfs and similar graphs, , 1700, x5463, 
489C, Given Length and Sum of Digits..., dp greedy implementation, , 1400, x27027, 
489B, BerSU Ball, dfs and similar dp graph matchings greedy sortings two pointers, , 1200, x26232, 
489A, SwapSort, greedy implementation sortings, , 1200, x7077, 
488B, Candy Boxes, brute force constructive algorithms math, , 1900, x1874, 
488A, Giga Tower, brute force, , 1100, x10129, 
487E, Tourists, data structures dfs and similar graphs trees, , 3200, x810, 
487D, Conveyor Belts, data structures, , 2700, x629, 
487C, Prefix Product Sequence, constructive algorithms math number theory, , 2300, x1648, 
487B, Strip, binary search data structures dp two pointers, , 2000, x2422, 
487A, Fight the Monster, binary search brute force implementation, , 1800, x3152, 
486E, LIS of Sequence, data structures dp greedy hashing math, , 2200, x1359, 
486D, Valid Sets, dfs and similar dp math trees, , 2100, x2838, 
486C, Palindrome Transformation, brute force greedy implementation, , 1700, x8339, 
486B, OR in Matrix, greedy hashing implementation, , 1300, x10394, 
486A, Calculating Function, implementation math, , 800, x46428, 
485B, Valuable Resources, brute force greedy, , 1300, x5612, 
485A, Factory, implementation math matrices, , 1400, x6259, 
484E, Sign on Fence, binary search constructive algorithms data structures, , 2500, x1141, 
484D, Kindergarten, data structures dp greedy, , 2400, x1565, 
484C, Strange Sorting, implementation math, , 2600, x437, 
484B, Maximum Value, binary search math sortings two pointers, , 2100, x4801, 
484A, Bits, bitmasks constructive algorithms, , 1700, x7205, 
483B, Friends and Presents, binary search math, , 1800, x3326, 
483A, Counterexample, brute force implementation math number theory, , 1100, x13430, 
482E, ELCA, data structures trees, , 3200, x140, 
482D, Random Function and Tree, combinatorics dp trees, , 2700, x318, 
482C, Game with Strings, bitmasks dp probabilities, , 2600, x625, 
482B, Interesting Array, constructive algorithms data structures trees, , 1800, x4308, 
482A, Diverse Permutation, constructive algorithms greedy, , 1200, x7499, 
480E, Parking Lot, data structures divide and conquer, , 2800, x369, 
480D, Parcels, dp graphs, , 2600, x388, 
479E, Riding in a Lift, combinatorics dp, , 1900, x3861, 
479D, Long Jumps, binary search greedy implementation, , 1700, x4091, 
479C, Exams, greedy sortings, , 1400, x17447, 
479B, Towers, brute force constructive algorithms greedy implementation sortings, , 1400, x5774, 
479A, Expression, brute force math, , 1000, x45104, 
478E, Wavy numbers, brute force dfs and similar meet-in-the-middle sortings, , 2900, x137, 
478D, Red-Green Towers, dp, , 2000, x3860, 
478C, Table Decorations, greedy, , 1800, x11354, 
478B, Random Teams, combinatorics constructive algorithms greedy math, , 1300, x20513, 
478A, Initial Bet, implementation, , 1100, x18478, 
477E, Dreamoon and Notepad, data structures, , 3100, x76, 
477D, Dreamoon and Binary, dp strings, , 2700, x349, 
476E, Dreamoon and Strings, dp strings, , 2200, x1449, 
476D, Dreamoon and Sets, constructive algorithms greedy math, , 1900, x3168, 
476C, Dreamoon and Sums, math, , 1600, x4664, 
476B, Dreamoon and WiFi, bitmasks brute force combinatorics dp math probabilities, , 1300, x17275, 
476A, Dreamoon and Stairs, implementation math, , 1000, x22503, 
475F, Meta-universe, data structures, , 2900, x146, 
475E, Strongly Connected City 2, dfs and similar, , 2700, x244, 
475D, CGCDSSQ, brute force data structures math, , 2000, x2452, 
475C, Kamal-ol-molk's Painting, brute force constructive algorithms greedy, , 2100, x718, 
475B, Strongly Connected City, brute force dfs and similar graphs implementation, , 1400, x6254, 
475A, Bayan Bus, implementation, , 1100, x4248, 
474F, Ant colony, data structures math number theory, , 2100, x4141, 
474E, Pillars, binary search data structures dp sortings trees, , 2000, x2006, 
474D, Flowers, dp, , 1700, x14468, 
474C, Captain Marmot, brute force geometry, , 2000, x2611, 
474B, Worms, binary search implementation, , 1200, x22953, 
474A, Keyboard, implementation, , 900, x22383, 
472G, Design Tutorial: Increase the Constraints, bitmasks data structures fft, , 2800, x227, 
472F, Design Tutorial: Change the Goal, constructive algorithms math matrices, , 2700, x199, 
472E, Design Tutorial: Learn from a Game, constructive algorithms implementation, , 2800, x100, 
472D, Design Tutorial: Inverse the Problem, dfs and similar dsu shortest paths trees, , 1900, x3231, 
472C, Design Tutorial: Make It Nondeterministic, greedy, , 1400, x5810, 
472B, Design Tutorial: Learn from Life, , , 1300, x6561, 
472A, Design Tutorial: Learn from Math, math number theory, , 800, x31728, 
471E, MUH and Lots and Lots of Segments, data structures dsu, , 2700, x57, 
471D, MUH and Cube Walls, string suffix structures strings, , 1800, x4280, 
471C, MUH and House of Cards, binary search brute force greedy math, , 1700, x3255, 
471B, MUH and Important Things, implementation sortings, , 1300, x5275, 
471A, MUH and Sticks, implementation, , 1100, x11475, 
470H, Array Sorting, *special problem, , 2300, x154, 
470G, Hamming Distance, *special problem, , 2300, x83, 
470F, Pairwise Sums, *special problem, , 2300, x88, 
470E, Chessboard, *special problem, , 1900, x176, 
470D, Caesar Cipher, *special problem, , 1900, x132, 
470C, Eval, *special problem, , 1900, x157, 
470B, Hexakosioihexekontahexaphobia, *special problem, , 1800, x239, 
470A, Crystal Ball Sequence, *special problem implementation, , 1400, x480, 
469B, Chat Online, implementation, , 1300, x8491, 
469A, I Wanna Be the Guy, greedy implementation, , 800, x42255, 
468E, Permanent, dp graph matchings math meet-in-the-middle, , 3100, x109, 
468D, Tree, graph matchings, , 3100, x228, 
468C, Hack it!, binary search constructive algorithms math, , 2500, x928, 
468B, Two Sets, 2-sat dfs and similar dsu graph matchings greedy, , 2000, x2894, 
468A, 24 Game, constructive algorithms greedy math, , 1500, x6360, 
467E, Alex and Complicated Task, data structures dp greedy, , 2300, x567, 
467D, Fedor and Essay, dfs and similar dp graphs hashing strings, , 2400, x1357, 
467C, George and Job, dp implementation, , 1700, x9393, 
467B, Fedor and New Game, bitmasks brute force constructive algorithms implementation, , 1100, x21111, 
467A, George and Accommodation, implementation, , 800, x52117, 
466E, Information Graph, dfs and similar dsu graphs trees, , 2100, x1418, 
466D, Increase Sequence, combinatorics dp, , 2100, x2020, 
466C, Number of Ways, binary search brute force data structures dp two pointers, , 1700, x21593, 
466B, Wonder Room, brute force math, , 2000, x3603, 
466A, Cheap Travel, implementation, , 1200, x29141, 
465B, Inbox (100500), implementation, , 1000, x8252, 
465A, inc ARG, implementation, , 900, x8231, 
464E, The Classic Problem, data structures graphs shortest paths, , 3000, x489, 
464D, World of Darkraft - 2, dp probabilities, , 2700, x442, 
464C, Substitutes in Number, dp, , 2100, x1407, 
464B, Restore Cube, brute force geometry, , 2000, x1529, 
464A, No to Palindromes!, greedy strings, , 1700, x4876, 
463E, Caisa and Tree, brute force dfs and similar math number theory trees, , 2100, x1092, 
463D, Gargari and Permutations, dfs and similar dp graphs implementation, , 1900, x4294, 
463C, Gargari and Bishops, greedy hashing implementation, , 1900, x6311, 
463B, Caisa and Pylons, brute force implementation math, , 1100, x15406, 
463A, Caisa and Sugar, brute force implementation, , 1200, x7570, 
462B, Appleman and Card Game, greedy, , 1300, x8643, 
462A, Appleman and Easy Task, brute force implementation, , 1000, x11858, 
461E, Appleman and a Game, binary search shortest paths strings, , 3000, x226, 
461D, Appleman and Complicated Task, dsu math, , 2800, x284, 
461C, Appleman and a Sheet of Paper, data structures implementation, , 2200, x1144, 
461B, Appleman and Tree, dfs and similar dp trees, , 2000, x3530, 
461A, Appleman and Toastman, greedy sortings, , 1200, x12075, 
460E, Roland and Rose, brute force geometry math sortings, , 2700, x280, 
460D, Little Victor and Set, brute force constructive algorithms math, , 2300, x786, 
460C, Present, binary search data structures greedy, , 1700, x4395, 
460B, Little Dima and Equation, brute force implementation math number theory, , 1500, x8520, 
460A, Vasya and Socks, brute force implementation math, , 900, x27639, 
459E, Pashmak and Graph, dp sortings, , 1900, x3857, 
459D, Pashmak and Parmida's problem, data structures divide and conquer sortings, , 1800, x6010, 
459C, Pashmak and Buses, combinatorics constructive algorithms math, , 1900, x4975, 
459B, Pashmak and Flowers, combinatorics implementation sortings, , 1300, x21587, 
459A, Pashmak and Garden, implementation, , 1200, x18894, 
457F, An easy problem about trees, dp games greedy trees, , 3200, x55, 
457E, Flow Optimality, constructive algorithms flows math, , 3000, x44, 
457D, Bingo!, combinatorics math probabilities, , 2700, x198, 
457C, Elections, brute force, , 2100, x692, 
457B, Distributed Join, greedy, , 1900, x1056, 
457A, Golden System, math meet-in-the-middle, , 1700, x1074, 
456B, Fedya and Maths, math number theory, , 1200, x11167, 
456A, Laptops, sortings, , 1100, x22281, 
455E, Function, data structures, , 2900, x444, 
455D, Serega and Fun, data structures, , 2700, x1676, 
455C, Civilization, dfs and similar dp dsu ternary search trees, , 2100, x3755, 
455B, A Lot of Games, dfs and similar dp games implementation strings trees, , 1900, x3883, 
455A, Boredom, dp, , 1500, x30796, 
454B, Little Pony and Sort by Shift, implementation, , 1200, x12011, 
454A, Little Pony and Crystal Mine, implementation, , 800, x11318, 
453E, Little Pony and Lord Tirek, data structures, , 3100, x263, 
453D, Little Pony and Elements of Harmony, dp matrices, , 3000, x291, 
453C, Little Pony and Summer Sun Celebration, constructive algorithms dfs and similar graphs, , 2200, x1203, 
453B, Little Pony and Harmony Chest, bitmasks brute force dp, , 2000, x3176, 
453A, Little Pony and Expected Maximum, probabilities, , 1600, x6963, 
452F, Permutation, data structures divide and conquer hashing, , 2700, x567, 
452E, Three strings, data structures dsu string suffix structures strings, , 2400, x656, 
452D, Washer Dryer Folder, greedy implementation, , 1900, x1228, 
452C, Magic Trick, combinatorics math probabilities, , 2100, x1116, 
452B, 4-point polyline, brute force constructive algorithms geometry trees, , 1800, x1820, 
452A, Eevee, brute force implementation strings, , 1000, x6169, 
451E, Devu and Flowers, bitmasks combinatorics number theory, , 2300, x1742, 
451D, Count Good Substrings, math, , 2000, x3606, 
451C, Predict Outcome of the Game, brute force implementation math, , 1700, x2846, 
451B, Sort the Array, implementation sortings, , 1300, x21395, 
451A, Game With Sticks, implementation, , 900, x35224, 
450B, Jzzhu and Sequences, implementation math, , 1300, x14783, 
450A, Jzzhu and Children, implementation, , 1000, x15456, 
449E, Jzzhu and Squares, dp math number theory, , 2900, x195, 
449D, Jzzhu and Numbers, bitmasks combinatorics dp, , 2400, x2023, 
449C, Jzzhu and Apples, constructive algorithms number theory, , 2500, x1678, 
449B, Jzzhu and Cities, graphs greedy shortest paths, , 2000, x4397, 
449A, Jzzhu and Chocolate, greedy math, , 1700, x3512, 
448E, Divisors, brute force dfs and similar implementation number theory, , 2200, x1130, 
448D, Multiplication Table, binary search brute force, , 1800, x7849, 
448C, Painting Fence, divide and conquer dp greedy, , 1900, x5390, 
448B, Suffix Structures, implementation strings, , 1400, x10343, 
448A, Rewards, implementation, , 800, x18430, 
447B, DZY Loves Strings, greedy implementation, , 1000, x13335, 
447A, DZY Loves Hash, implementation, , 800, x7106, 
446E, DZY Loves Bridges, math matrices, , 3100, x78, 
446D, DZY Loves Games, math matrices probabilities, , 2800, x224, 
446C, DZY Loves Fibonacci Numbers, data structures math number theory, , 2400, x1796, 
446B, DZY Loves Modification, brute force data structures greedy, , 2000, x2859, 
446A, DZY Loves Sequences, dp implementation two pointers, , 1600, x9246, 
445B, DZY Loves Chemistry, dfs and similar dsu greedy, , 1400, x7596, 
445A, DZY Loves Chessboard, dfs and similar implementation, , 1200, x15322, 
444E, DZY Loves Planting, binary search dsu trees, , 2700, x470, 
444D, DZY Loves Strings, binary search hashing strings two pointers, , 2500, x461, 
444C, DZY Loves Colors, data structures, , 2400, x1660, 
444B, DZY Loves FFT, probabilities, , 2300, x850, 
444A, DZY Loves Physics, greedy math, , 1600, x2819, 
443B, Kolya and Tandem Repeat, brute force implementation strings, , 1500, x3408, 
443A, Anton and Letters, constructive algorithms implementation, , 800, x39566, 
442E, Gena and Second Distance, geometry, , 3100, x123, 
442D, Adam and Tree, data structures trees, , 2600, x576, 
442C, Artem and Array, data structures greedy, , 2500, x1157, 
442B, Andrey and Problem, greedy math probabilities, , 1800, x4001, 
442A, Borya and Hanabi, bitmasks brute force implementation, , 1700, x1797, 
441E, Valera and Number, bitmasks dp math probabilities, , 2400, x349, 
441D, Valera and Swaps, constructive algorithms dsu graphs implementation math string suffix structures, , 2100, x851, 
441C, Valera and Tubes, constructive algorithms dfs and similar implementation, , 1500, x8122, 
441B, Valera and Fruits, greedy implementation, , 1400, x5366, 
441A, Valera and Antique Items, implementation, , 1000, x13155, 
440D, Berland Federalization, dp trees, , 2200, x311, 
440C, One-Based Arithmetic, brute force dfs and similar divide and conquer, , 1800, x691, 
440B, Balancer, greedy implementation, , 1600, x1519, 
440A, Forgotten Episode, implementation, , 800, x4073, 
439E, Devu and Birthday Celebration, combinatorics dp math, , 2100, x1051, 
439D, Devu and his Brother, binary search sortings ternary search two pointers, , 1700, x3895, 
439C, Devu and Partitioning of the Array, brute force constructive algorithms implementation number theory, , 1700, x3161, 
439B, Devu the Dumb Guy, implementation sortings, , 1200, x10818, 
439A, Devu the Singer and Churu the Joker, greedy implementation, , 900, x17371, 
438E, The Child and Binary Tree, combinatorics divide and conquer fft number theory, , 3100, x1025, 
438D, The Child and Sequence, data structures math, , 2300, x3205, 
437E, The Child and Polygon, dp geometry, , 2500, x429, 
437D, The Child and Zoo, dsu sortings, , 1900, x2461, 
437C, The Child and Toy, graphs greedy sortings, , 1400, x9858, 
437B, The Child and Set, bitmasks greedy implementation sortings, , 1500, x6110, 
437A, The Child and Homework, implementation, , 1300, x6920, 
436F, Banners, brute force data structures dp, , 3000, x208, 
436E, Cardboard Box, data structures greedy, , 2600, x515, 
436D, Pudding Monsters, dp, , 2800, x236, 
436C, Dungeons and Candies, dsu graphs greedy trees, , 1800, x2237, 
436B, Om Nom and Spiders, implementation math, , 1400, x2776, 
436A, Feed with Candy, greedy, , 1500, x2806, 
435E, Special Graph, , , 2500, x174, 
435D, Special Grid, brute force dp greedy, , 2000, x660, 
435C, Cardiogram, implementation, , 1600, x2296, 
435B, Pasha Maximizes, greedy, , 1400, x4823, 
435A, Queue on Bus Stop, implementation, , 1000, x7606, 
434E, Furukawa Nagisa's Tree, binary search divide and conquer sortings trees, , 3000, x164, 
434D, Nanami's Power Plant, flows, , 2900, x257, 
433E, Tachibana Kanade's Tofu, dp, , 2500, x345, 
433D, Nanami's Digital Board, dsu implementation, , 2000, x931, 
433C, Ryouko's Memory Note, implementation math sortings, , 1800, x2020, 
433B, Kuriyama Mirai's Stones, dp implementation sortings, , 1200, x16411, 
433A, Kitahara Haruki's Gift, brute force implementation, , 1100, x9105, 
432E, Square Tiling, constructive algorithms greedy, , 2300, x523, 
432D, Prefixes and Suffixes, dp string suffix structures strings two pointers, , 2000, x4409, 
432C, Prime Swaps, greedy sortings, , 1800, x2083, 
432B, Football Kit, brute force greedy implementation, , 1200, x8368, 
432A, Choosing Teams, greedy implementation sortings, , 800, x28512, 
431E, Chemistry Experiment, binary search data structures ternary search, , 2200, x374, 
431D, Random Task, binary search bitmasks combinatorics dp math, , 2100, x1612, 
431C, k-Tree, dp implementation trees, , 1600, x15033, 
431B, Shower Line, brute force implementation, , 1200, x7190, 
431A, Black Square, implementation, , 800, x24470, 
430B, Balls Game, brute force two pointers, , 1400, x2842, 
430A, Points and Segments (easy), constructive algorithms sortings, , 1600, x1900, 
429E, Points and Segments, graphs, , 3000, x476, 
429D, Tricky Function, data structures divide and conquer geometry, , 2200, x1865, 
429C, Guess the Tree, bitmasks constructive algorithms dp greedy trees, , 2300, x697, 
429B, Working out, dp, , 1600, x5993, 
429A, Xor-tree, dfs and similar trees, , 1300, x6869, 
427E, Police Patrol, greedy implementation math ternary search, , 2000, x1254, 
427D, Match & Catch, dp string suffix structures strings, , 2200, x1436, 
427C, Checkposts, dfs and similar graphs two pointers, , 1700, x7695, 
427B, Prison Transfer, data structures implementation, , 1100, x10164, 
427A, Police Recruits, implementation, , 800, x30313, 
426B, Sereja and Mirroring, implementation, , 1300, x3233, 
426A, Sereja and Mugs, implementation, , 800, x6846, 
425E, Sereja and Sets, dp, , 2500, x376, 
425D, Sereja and Squares, binary search data structures hashing, , 2300, x1000, 
425C, Sereja and Two Sequences, data structures dp, , 2300, x781, 
425B, Sereja and Table, bitmasks greedy, , 2200, x1080, 
425A, Sereja and Swaps, brute force sortings, , 1500, x3129, 
424E, Colored Jenga, dfs and similar dp probabilities, , 2500, x83, 
424D, Biathlon Track, binary search brute force constructive algorithms data structures dp, , 2300, x458, 
424C, Magic Formulas, math, , 1600, x3805, 
424B, Megacity, binary search greedy implementation sortings, , 1200, x5219, 
424A, Squats, implementation, , 900, x5795, 
421D, Bug in Code, binary search data structures sortings, , 1900, x370, 
421A, Pasha and Hamsters, constructive algorithms implementation, , 800, x3937, 
420E, Playing the ball, geometry, , 2600, x156, 
420D, Cup Trick, data structures, , 2200, x487, 
420C, Bug in Code, data structures graphs implementation two pointers, , 1900, x1006, 
420B, Online Meeting, implementation, , 1800, x919, 
420A, Start Up, implementation, , 1000, x4175, 
418E, Tricky Password, data structures, , 3100, x145, 
418D, Big Problems for Organizers, data structures graphs trees, , 2800, x309, 
417E, Square Table, constructive algorithms math probabilities, , 2400, x619, 
417D, Cunning Gena, bitmasks dp greedy sortings, , 1900, x1604, 
417C, Football, constructive algorithms graphs implementation, , 1400, x3776, 
417B, Crash, implementation, , 1400, x1487, 
417A, Elimination, dp implementation math, , 1500, x2026, 
416E, President's Path, dp graphs shortest paths, , 2500, x920, 
416D, Population Size, greedy implementation math, , 2400, x641, 
416C, Booking System, binary search dp greedy implementation, , 1600, x5319, 
416B, Art Union, brute force dp implementation, , 1300, x6179, 
416A, Guess a number!, greedy implementation two pointers, , 1400, x6088, 
415B, Mashmokh and Tokens, binary search greedy implementation math, , 1500, x4479, 
415A, Mashmokh and Lights, implementation, , 900, x6646, 
414E, Mashmokh's Designed Problem, data structures, , 3200, x116, 
414D, Mashmokh and Water Tanks, binary search data structures greedy trees two pointers, , 2300, x537, 
414C, Mashmokh and Reverse Operation, combinatorics divide and conquer, , 2100, x1701, 
414B, Mashmokh and ACM, combinatorics dp number theory, , 1400, x12820, 
414A, Mashmokh and Numbers, constructive algorithms number theory, , 1500, x7472, 
413E, Maze 2D, data structures divide and conquer, , 2200, x390, 
413D, 2048, bitmasks dp, , 2000, x493, 
413C, Jeopardy!, greedy math, , 1400, x1675, 
413B, Spyke Chatting, implementation, , 1300, x1368, 
413A, Data Recovery, implementation, , 1200, x1963, 
412E, E-mail Addresses, implementation, , 1900, x698, 
412D, Giving Awards, dfs and similar, , 2000, x1349, 
412C, Pattern, implementation strings, , 1200, x2606, 
412B, Network Configuration, greedy sortings, , 900, x3460, 
412A, Poster, greedy implementation, , 900, x2955, 
411C, Kicker, implementation, , 1700, x912, 
411B, Multi-core Processor, implementation, , 1600, x1137, 
411A, Password Check, *special problem implementation, , 800, x4498, 
409I, Feed the Golorp, *special problem, , 2400, x79, 
409H, A + B Strikes Back, *special problem brute force constructive algorithms dsu implementation, , 1500, x5600, 
409G, On a plane, *special problem, , 2200, x346, 
409F, 000001, *special problem, , 1900, x1586, 
409E, Dome, *special problem, , 1800, x453, 
409D, Big Data, *special problem, , 1700, x1227, 
409C, Magnum Opus, *special problem, , 1700, x1644, 
409B, Mysterious Language, *special problem, , 1700, x1137, 
409A, The Great Game, *special problem, , 1700, x2035, 
408B, Garland, implementation, , 1200, x5510, 
408A, Line to Cashier, implementation, , 900, x7813, 
407E, k-d-sequence, data structures, , 3100, x332, 
407D, Largest Submatrix 3, dp hashing, , 2700, x384, 
407C, Curious Array, brute force combinatorics implementation math, , 2500, x679, 
407B, Long Path, dp implementation, , 1600, x4952, 
407A, Triangle, brute force geometry implementation math, , 1600, x3886, 
406E, Hamming Triples, implementation math two pointers, , 2800, x175, 
406D, Hill Climbing, dfs and similar geometry trees, , 2200, x952, 
405E, Graph Cutting, dfs and similar graphs, , 2300, x994, 
405D, Toy Sum, greedy implementation math, , 1700, x2744, 
405C, Unusual Product, implementation math, , 1600, x3979, 
405B, Domino Effect, , , 1100, x4657, 
405A, Gravity Flip, greedy implementation sortings, , 900, x44007, 
404E, Maze 1D, binary search greedy implementation, , 2200, x421, 
404D, Minesweeper 1D, dp implementation, , 1900, x1554, 
404C, Restore Graph, dfs and similar graphs sortings, , 1800, x3768, 
404B, Marathon, implementation math, , 1500, x2671, 
404A, Valera and X, implementation, , 1000, x13309, 
403E, Two Rooted Trees, data structures implementation trees, , 2900, x136, 
403D, Beautiful Pairs of Numbers, combinatorics dp, , 2300, x873, 
402E, Strictly Positive Matrix, graphs math, , 2200, x1584, 
402D, Upgrading Array, dp greedy math number theory, , 1800, x2007, 
402C, Searching for Graph, brute force constructive algorithms graphs, , 1500, x4185, 
402B, Trees in a Row, brute force implementation, , 1400, x2884, 
402A, Nuts, greedy math, , 1100, x3979, 
401E, Olympic Games, math, , 2500, x147, 
401D, Roman and Numbers, bitmasks brute force combinatorics dp number theory, , 2000, x2665, 
401C, Team, constructive algorithms greedy implementation, , 1400, x12578, 
401B, Sereja and Contests, greedy implementation math, , 1200, x3933, 
401A, Vanya and Cards, implementation math, , 800, x12501, 
400E, Inna and Binary Logic, binary search bitmasks data structures, , 2100, x744, 
400D, Dima and Bacteria, dsu graphs shortest paths, , 2000, x2187, 
400C, Inna and Huge Candy Matrix, implementation math, , 1500, x2618, 
400B, Inna and New Matrix of Candies, brute force implementation schedules, , 1200, x4788, 
400A, Inna and Choose Options, implementation, , 1000, x5794, 
399B, Red and Blue Balls, , , , x1654, 
399A, Pages, implementation, , , x3628, 
398E, Sorting Permutations, , , , x61, 
398D, Instant Messanger, data structures, , , x475, 
398C, Tree and Array, constructive algorithms, , , x192, 
398B, Painting The Wall, dp probabilities, , , x748, 
398A, Cards, constructive algorithms implementation, , , x851, 
397B, On Corruption and Numbers, constructive algorithms implementation math, , , x675, 
397A, On Segment's Own Points, implementation, , , x2059, 
396E, On Iteration of One Well-Known Function, math, , , x97, 
396D, On Sum of Number of Inversions in Permutations, combinatorics math, , , x322, 
396C, On Changing Tree, data structures graphs trees, , , x1226, 
396B, On Sum of Fractions, math number theory, , , x858, 
